text,label,0.5
I'll not lead an uprising if #Binay wins —  #Trillanes   https://t.co/R9x2Lc2N8u https://t.co/2sivey390f,0,English
Miriam being last is the most heartbreaking thing that happened today. How can people vote Binay over her? Seriously? #HalalanResults,1,English
Did VP Binay lie in campaign ad? Trillanes turns tables on Veep - YouTube,English
Bukelya si Binay... https://t.co/bPG7phKQFk,0,n/a
"Ombudsman upholds criminal charges vs VP Binay, son https://t.co/FTZ4R70vwr https://t.co/CfbTVt6kTH",0,English
@ScevenDCN hoy binay imy know dat? :( yung dm ko pakibasa iloveyou missyou sana miss mo din ako hahahaha leche nagdadrama na naman yung qt ??,1,Filipino
Bumabagsak na si Mar Roxas #DayaangDILAW,1,Filipino
Bakit ang lungkot ng TV ad ni Mar Roxas? Nakakawala ng mood,1,Filipino
"Nope, Binay did not resign as VP... only as a cabinet member being Pres Adviser on OFW concerns.",0,English
ok lang si Duterte wag lang si Roxas.,0,n/a
Kaya siguro nagboo ang mga LP sa sinulog kasi talo na si mar roxas! Go Binay! #binayforpresident #NogNogSinunog  https://t.co/QSiOg6IV5n,1,Filipino
#TheLeaderIWant only Duterte is present because he's not afraid to talk to an educated audience! ?? Nasan ka binay!?,English
#Duterte2016,1,n/a
[BREAKING NEWS] VP Binay tuturuan ang mga dadalo sa APEC summit kung paano pag boodle fight.,0,Filipino
"Kung sino pa yung Pandak at Nognog sya pa yung kurakot, Yan si Binay",1,English
RT @megandale03: 11:11 stop na ang campaign ad ni binay,0,Filipino
instant BV sa ad ni binay,1,Filipino
Oh Binay. Ang laki na ng gastos sa kampanya. Wag ka sana manalo.,1,Filipino
"THE MANILA TIMES Headlines [Saturday - 02.13.16]:-Poll machines put to the test -Aquino, Binay trust ratings... https://t.co/Uy2Dvf3Aht",0,English
ayoko sayo,English
Mar Roxas,0,English
"RT @AngPepsiNyo: Baka pati yung pagkapandak, nogonog, ulila, at corrupt ni VP Binay ibintang nyo pa kay Roxas #ShowtimePBBSaLubong",1,English
Rappler quickly apologzed for 'wrongly picking' a quote from Mar Roxas. How about for always emphasizing Miriam's cancer on your headlines?,0,English
"MALIGAYANG KAARAWAN, VICE PRESIDENT JEJOMAR C. BINAY! https://t.co/MMMN2CLjXw | via Balita Newspaper",0,English
Sino nga ba ang nognog? E di yung natusta na sa impyerno sa kasamaan! Walang iba kundi si --- JEJOMAR BINAY po! ??,1,Filipino
"RT @ayeemacaraig: Binay jokes randomly: Twitter, katunog ng Rappler. #PHvote",0,English
SC: CA case already moot due to Ombudsman's dismissal order vs Junjun Binay | edupunay,0,English
Aray. Kelan matatapos itong nakakasulasok na pagkakamkam ni Binay at ng pamilya nia sa pera ng Pilipinas? https://t.co/KgE8tahXoI,1,Filipino
idiot,n/a
n. Mar Roxas,1,n/a
#Fight4POE  to give way to Mar Roxas the way he did to Pinoy in 2010. Bayan muna bago sarili POE. https://t.co/JNQX4QQxJ6,1,English
"RT @tatancast: Points against VP Jojo Binay- the presidential aspirant, &amp; UNA- the political party more than against Alma Moreno, the senat…",0,English
New witness vs #Binay in corruption hearing https://t.co/ybAqZLuc6f | @Team_Inquirer https://t.co/ML4nKlOMZC,0,English
LP standard bearer @MARoxas says he's never had difficulty recruiting good people. #RoxasRobredo2016 #PHvote  https://t.co/6mk7oArYlG,0,English
*nagflash yung commercial ni Binay na may linyang 'pinatunayan ni nognog...etc'*,Filipino
Ate M: Pinatunayan ni nognog na may mas maitim pa sakin.,1,n/a
"Retweeted Miriam Santiago (@MiriamLines):Ay natural! Sinaktan mo eh, kaya ayan nagbago",0,English
#Duterte2016 federalized the Philipines then Only Binay nakawan ang Pilipinas... Hahaha,1,English
"MUST READ: Manny Piñol's Open Letter to Mar Roxas, ""You'll Destroy Philippines If You Cheat!"" https://t.co/VkyDAWn6Jr via @jamesparmis",0,n/a
"Ayan na, may partial results na. Bakot dikit ang laban nina Duterte and Roxas? HMMMM......",0,Filipino
"Honasan on VP Binay: ""No one can replicate him. He is genuine"" | via @jv_arcena",0,English
Yung mga kababuyang ginawa ni Binay ang kalkalin niyo wag yung mga ipangbabash kay Yaya Dub! Bakit ang taas ng rating niya sa surveys!,1,Filipino
No.2 Mar Roxas vs no.5 Miriam Defensor Santiago. UNBELIEVE!ABLE!!!! ????,1,n/a
@cessyacat kaya nga eh.. Lalo na yun kupal na mar roxas. Hahaha,1,Filipino
"Calling Mar Roxas ""bobo"" when he has achieved and done greater things than most of us. Show a little bit of respect please :)",1,English
I don't know ha but there's just something about mar roxas face that screams fake to me idek #DuterteTillTheEnd,1,English
Though I can't vote.My vote is for Poe-Robredo.Both a Mother.And a mother cares for everyone. @SenGracePOE #PiliPinasDebate2016 #Halalan2016,0,English
"Hi Mar Roxas, Yung drama ng commercial mo... Hindi bagay. Paawaan ba kayo ni Binay? May the pinakakawawa win ba ito? Ang fake kc. Stahp!",1,Filipino
Will not vote:,English
1. Mar Roxas,n/a
2. Jejomar Binay,n/a
3. Ping Lacson,n/a
4. Tolentino,n/a
5. Villanueva,0,n/a
"Good response by Grace Poe to questions regarding her reaction to Duterte's attacks against her. Very respectful,... https://t.co/f6vyiXo0EY",0,English
Nognog. Pandak. Yan si Binay hahah bwiset na commercial yan ??,1,n/a
Bravo Mar Roxas! #pun https://t.co/sfKaR3Tlec,1,n/a
Future teacher pa naman ako binay tas ganyan? Sino pa bang boboto sayo? Nilalait lait at minamaliit mo ang mga guro ?? #NogNogHambog,1,Filipino
"SWS: Binay still on top despite percentage drop; Duterte, Poe tied for second https://t.co/HRDcjp8V3o",0,English
@rapplerdotcom @maracepeda Ok... Binay is Mandaluyong president but NOT the Philippines per se.,0,English
RT @keith_bondoc: Naging binay yung kikiam at squidball na niluto ko ???????? https://t.co/bfJzXif9mr,1,n/a
RT @IskoMestizo: Parang lahat na lanf nakakakontrapelo ni Duterte. Si Binay at Miriam lang ang hindi. Bakit kaya? https://t.co/LUDtjeNpFC,0,Filipino
SANTIAGO OR DUTERTE JUST NOT ROXAS PEOPLE PLEASE ???,0,n/a
Mar Roxas PO ,English
#AskJoseph ,n/a
#VoteKathrynFPP #KCA  https://t.co/6BkiUV90zr,0,English
FULL STORY: Palasyo hindi nababahala sa survey ratings ni Mar Roxas https://t.co/xp1vXNwWJF https://t.co/x0rkuTwRU4,0,English
Sabi ni binay nognog tayong lahat. Kasi nabibilaran dw ng araw eh??,1,Filipino
o pangalawa na si poe ?? mas katanggap tanggap payan kesa kay roxas ?? #Halalan2016,0,Filipino
takot niyong malaman kasinungalingan niyo no? puro paninira lang talaga kayo! GO BINAY!!! #OnlyBinayInMakatiSanKaPa  https://t.co/imAPxttrzT,1,Filipino
Binay voluntarily handed a 4-page doc.Volume of docs seen in his ad were all gathered thru subpoena. Lying?  https://t.co/Y71i7PbYHL,1,English
RT @News5AKSYON: VP Binay on delayed PPP: There was too much analysis that resulted to paralysis #BilangPilipino | @josebimbosantos,0,English
Mayor Junjun Binay visiting the wake of lolo's kumpadre. https://t.co/fDCJdfrDhf,0,English
RT @Bahala_Na: @FSTopacio Mar Roxas is the runaway leader in Political Spending. Binay &amp; Poe are far behind in 2nd and 3rd. @lesliebocobo,0,English
Naging kulay Binay ang tinapay. #ALDubEBTamangPanahon,1,Filipino
Ang arte ng mga Binay shet,1,Filipino
Patayin niyo na din si Korina para si Mar Roxas naman ang ipa MMK. Hays. Ambot ninyo BIAS kaayo! ??????,1,Filipino
"Lahat ng barangay health center kumpleto ng gamit, gamot, libre sa mahirap tulad sa Makati -Binay #Halalan2016 #PiliPinasDebates2016",0,Filipino
@rapplerdotcom i think it'll be duterte's gain if poe is disqualified. kampo ni binay ang nagsimulang pumukol kay poe. #PHVote #Eleksyon2016,0,English
"Everytime na lang na pinapalabas yung ad ni Binay, tanginaaaaa. Napapa-YUCK ako ng isaaaaaa. Pota talaga.",1,Filipino
"So mar roxas, tell me if you have nerves to say this one.#Hypocrite https://t.co/1WFIDmIY7t",1,English
"*Pinalabas commercial ni binay*""Patayin mo nga si binay"" -mommy HAHAHAHAHAHA",1,Filipino
Binenta ni Gloc9 ang sarili nya kay Binay. Smfh,1,Filipino
Putcha bakit si Mar Roxas pa ??????????????,n/a
#PSYPagyanig,1,n/a
yung mas mataas pa boto ni Roxas at Binay kay Sen. Miriam.. tsk tsk. ,Filipino
#Duterte #Marcos #Santiago #Election2016,1,English
@DarcyDaily Survey didnt show real reflection in Vis. Mar's numbers will go down if more islands sampled. If Poe DQ and case vs Binay pushes,0,English
"Bakit dahil kay Binay, naubos ang kaban ng bayan? Magnanakaw. Sinungaling. Yan si binay. ????????",1,Filipino
Magji-gym dahil sa Chickenjoy kagabi,Filipino
Tapos pi-pickup ng calamansi pie mamaya kasi pinakita ni @ixrated ,English
Kasalanan pareho ni Binay.,1,n/a
"At least tong si Grace Poe, mas maganda TV commercial kaysa kay Only Binay hahaha =))) Ano ikaw lang??? Leche!!! -__- #MMKSpokenWord",1,English
Mar Roxas reached out 4 love of country. Invitation declined. Ituloy Ang Laban #RoxasRobredo #SwitchToMar,0,English
Binay for PRESIDENT!,0,n/a
Seriously? Duterte is the only candidate who remains strong and firm on marriage equality. Ayaw na ngayon ni Poe.... https://t.co/W0zzMj6fAz,0,English
"Sobrang nakakairita yung ""Nognog"" shitness ni Binay! Parang nang-de-degrade. ?? ??",1,English
Duterte says his votes to go to Binay https://t.co/rHIsFxi7w5,0,English
@meyy_017 mahinhin si Grace Poe. Binay ka. Pandak hahahaha lolks,1,n/a
Trend Alert: 'VP Binay'. More trends at http://t.co/dRwxiUtCOV #trndnl http://t.co/QYaQsPjEqL,0,n/a
"@DreaSostomo ogey, nognog pandak laki sa hirap pero hindi katulad ng iba maraming nagawa yan si Binay. Kaya kay binay ka nalang umasa????",1,Filipino
Tangina crush ko daw si binay hahahahahahahahahahahahahahaha OJ puta!,1,n/a
Expectation: Roxas and Poe Unity against Duterte administration,English
Reality: Roxas and Pnoy united in JAIL together ,English
 #AyawSaDILAW,1,English
"Matutulog na sana ako, pero nesfruta. Bigla akong nagising, pangalawa na po si Mar Roxas.",1,Filipino
Desperadong desperado na si Mar Roxas ??????,1,n/a
RT @LuuuhKneee: Nako Binay manahimik ka dyan,1,English
Ang aga Binay! Wag ngayon wala akong tulog. Ano to? Last supper? Hahahahaha nyeta ka! https://t.co/jz4yEt9eM2,1,Filipino
Galing mandaya ni Roxas pati ni Binay naku naman dapat kasama si Miriam at Poe sa top 3 eh. Hays! Bye Philippines na talaga ??,1,Filipino
"See how Duterte says ""I"", ""I,"" and more ""I""? Classic narcissist. Sya Lang magaling. Pwe. #NoToDuterte #MBCDialogues.",1,English
Montaño on corruption allegations vs Binay: Let's give him his day in court. Bigyan natin siya ng pagkakataon sa husgado. #Eleksyon2016,0,English
Naiirita ako sa commercial ni Binay.. :3,1,Filipino
Duterte thinks Binay keeps healthy by counting his money - Politiko https://t.co/an6UoeVS0F,0,English
"Pag naiinis ako sa commercial, minumute ko talaga. Lalo pag yung kay Binay :3",1,Filipino
"""gusto kong malaman nyo't patunayan d pinabayaan ni Mar ang Samar at Leyte"" #RoxasRobredo https://t.co/yNvpFjsUyl https://t.co/rNhdF5BO8Q",0,English
Ai ai delas Alas for #UNA! Nandito po ako bilang kaibigan ni VP Binay! #OnlyBinay https://t.co/YaDAosuS3a,0,English
"RT @EyaaaaRules: Tangina ni Binay panay tawag ng AmGirl kay Grace Poe, eh siya Nigga eh. HAHAHAHA ?????",1,Filipino
#Journeyto30 Notes on Binay ,n/a
 https://t.co/BRVGgTJRZx @VPJojoBinay https://t.co/v5JjRRGWF7,0,n/a
Binay assures higher pay for govt teachers https://t.co/szFtzfF1Qn #Manila #News #Asia,0,English
"RT @AlanaBarug: Duterte running would saturate the votes, possibly leaving Binay with the most solid supporters. PH would suck with Binay a…",0,English
Taray n binay,0,n/a
Brave move by Mar Roxas to show up at the Senate even if he knows the issue is politically motivated and only aims to discredit him.,0,English
@JmieFDR then explain Nancy Binay.,0,English
Nag-tie sina Pangulong Noynoy Aquino at Vice President Jejomar Binay sa trust ratings sa pinakahuling survey ng Pulse Asia.,0,Filipino
@chichipascual Sheeeet! Si Nancy Binay kasi . Di ko maimagine pag nagbraces yun ! Hahahahaha,1,English
"Too desperate, Mar Roxas. Grabe. Going on national tv asking Grace Poe to withdraw? Kahihiyan.",1,English
Ang pangulo ko ay si Mar Roxas dahil siya ang aking tagapagligtas. Repost this! magkakaroon ka ng sobre at... https://t.co/LkfwtqORpR,1,Filipino
WALANG KWENTANG MAR ROXAS ??,1,n/a
Desperado manalo si Mar Roxas eh kurakot naman so shut up na lang.,1,n/a
Santiago: Witch,n/a
Poe: Archer,n/a
Binay: Goblin,n/a
Roxas: Barbarian,n/a
Duterte: Pekka,0,n/a
MAR ROXAS IS VERY DESPERATE,1,n/a
"What are you going to do, if you won the VP race and Binay the President? https://t.co/tLOtCJYsgf",0,English
haahahahahhahahha yung ipakukulung si duterte thingy hnd masagot sagot yes or no lng naman hirap bang sagutin ha binay? ????,1,n/a
"@Hey_Jackeyyyy then he told me kahit Binay or Poe or Roxas pa yan basta di ako Duterte. Ayaw ko daw kasi sa bisaya. Kutong lupa, ano konek??",1,n/a
"@faye2117 nah, i go around asking people, taxi and jeepney drivers, vendors, secu guards, nobody wants Mar. It's either Duterte or Binay",0,English
Tanga nalang yung boboto kah Binay pota -.-,1,Filipino
VP #Binay arrives at Batangas Capitol Auditorium for BSP Recognition Ceremony https://t.co/vVlbGCS8Wo | @marraherika #VotePH2016,0,English
VP Binay pointed out that traffic has been a recurring problem in the country even before today #OnlyBinayUNAsaSamar,0,English
Transcript of Mar Roxas' Interview On NAIA Tanim Bala: https://t.co/642pHLxCuC,0,English
May bagong campaign ad nanaman pala si Binay... Daming pera ah #NoToBinay,1,English
"Binay, it's either your team failed at research or you purposely got it wrong. But knowing you, it must b the latter https://t.co/7FXK63RfRo",1,English
"Kung ang eleksyon ay isang show, title nito at Face2Face. Si Duterte ang isinusumbong.Mar, Poe at MDS ang nagsumbong.Si Binay ang sawsawero.",1,Filipino
"Nagrereklamo yung kasabay ko sa jeep, Duterte daw binoto niya Roxas lumabas.",0,n/a
@MrTheReal Badtrip si Binay eh. ????,1,n/a
"'President' Binay to give benefits, scrap income tax for the poor https://t.co/pGw7m4aHTK #PHVote https://t.co/bQefWE67bL",0,English
Why tf are Trillanes and Roxas desperate af. Daig pa nila yung ahas na gutom eh.,1,n/a
RT @iamkarendavila: Abi Binay runs for Makati Mayor on #ANCHeadstart now! Check out her T-shirt! https://t.co/EXMTusCL6H,0,English
Annoying ang campaign ni Binay.,1,Filipino
Pagnatalo c VP Binay sa makati kalokohan. isa lang ibig sabihin nun eh nagkadayaan. #OnlyBinayInMakatiSanKaPa,0,Filipino
"""@ShutangInaDre: WAG NIYO IBOTO SI BINAY, KAPAG NANALO YAN, MAGDIDILIM ANG BUHAY NIYO! #NogNogHambog""",1,n/a
"Kawawa?Iniwan?Pinabayaan?!Leche!Cnong kinawawa?Pls lng tigilan nyo na,tgilan nyo na si Binay!mygawd!#VoteMaineFPP #KCA",1,English
Kinakabahan na Si papa Kasi pang number 3 Si Grace poe Hahahhahahah ??????,0,Filipino
Takte ka Mar Roxas ilabas mo un pera ng Yolanda kung dika magnanakaw amf #ALDUBBagsikNiMama,1,Filipino
"RT @dannagatchiii: Trending ang Only Binay, aba akala ko new endorsement. ""Only Binay touches my skin, who touches yours?""",1,English
Sagot ni Duterte kay Mar Roxas: Stop buying votes. Stop threatening the voters. Stop manipulating the media. Stop... https://t.co/EZMIX4cUrd,1,English
"POESANTIAGODUTERTEsilang 3 lang yung Choices ko sa PRESIDENT, si Du30 habang natagal nag aalanganin sakin,,... https://t.co/jWodVn8yjN",0,Filipino
"@4Duterte @BReginleif @akahnnyc exactly. How about Binay being said ""anong alam ng guro sa pamumuno"", or Roxas'  being irresponsible?",0,English
"Sama-Sama na Tayo Kay Mar Roxas-Leni Robredo. Itutuloy, palalakasin, palalawakin, aayusin, itatama DAANG MATUWID!  https://t.co/2gHBMcUsja",0,English
Binay Ads - patawa saka nandadamay,n/a
Mar Roxas Ads- paawa HAHAHAHA,1,English
Roxas hits back at Duterte calling him 'incompetent': Former Interior Secretary Mar Roxas has c... https://t.co/pN292FBxzg (via GMA News),1,English
"Only binay can lighten dark spots, MAY IGAGANDA PA PALA AKO  ?? ?? ??",1,n/a
"My thoughts on this: My Question: On what aspect does Duterte is much worse than Binay, if become president?... https://t.co/AWwghx5Ro6",0,English
@gmanews @VPJojoBinay Dahan lng po sa allegations kasi my limit dn ang emotion ni VP Binay. #OnlyBinayUNAsaIlocos,0,Filipino
Mayor DUTERTE: 13Million ,n/a
Roxas and Poe: 7Million,English
#HalalanResults,0,English
"Yes, I believe that Mar Roxas was quoted out of context... The context being an assumption that people were up to no good.",0,English
Binay at Roxas? Ugh.,1,English
si sacs ay parang si mar roxas,Filipino
puro salita :-( HAHAHAHAHAHA JOKE LABYU SACS,0,n/a
Binabangungot na siguro Mga LP nuh?? Habang gising; di na mabola Ang Mga tao Duterte pa din #AyawSaDILAW #RoxasQuitNow,1,Filipino
Si Binay lang ang nakakaintindi sa mga pinagdaraanan natiin paghihirap sa buhay  #OnlyBinayWinner Only B1NAY,0,Filipino
"Cayetano: PNoy, Roxas, Trillanes, Poe at ABSCBN, nagsabwatan daw sa pagpapalabas ng anti-Duterte ads | @junyeeloyola #OnlyInThePhilippines",0,Filipino
@DZMMTeleRadyo @tedpaylon Binay and roxas are the nightmare of this country. Shut up casiple!,1,English
ABS CBN LAHAT NG ARTISTA MAKA MAR ROXAS ULOL WAG KMI LOKOHIN NYO ..,n/a
-,n/a
KAYA GMA and TV5 ang da best :')),1,Filipino
"You go, girlfriend! @SenGracePOE #Go4Poe https://t.co/9xdSCIBrMK",0,English
DUTERTE TILL THE END....  Roxas was ruined bigtime by Trillanes... https://t.co/hfpmKKE5YM,0,English
san si binay. di ko makita ?????? https://t.co/SUCfY7csf0,1,n/a
Hall of Bad Taste: Esquire Philippines puts Mar Roxas on its cover! https://t.co/7vOLLOJ5Ie #AyawSaDILAW,1,English
@Winawoseee @TVPatrol Balita sa GMA Sa room ni Mar roxas to eh ????,0,English
ANDAMING GUMAYA SA ONE AND ONLY BINAY KO KAINIS :( &lt;/3,1,n/a
KOREKong!!!   #RoxasNa   #ItuloyAngDaangmatuwid  Mar Roxas minus the ‘razzle dazzle’ https://t.co/cN4RwDQPTH via @inquirerdotnet,0,n/a
Binay ftw hahaha,0,n/a
"Dear Mar Roxas, please stop talking. For every single thing you say, it makes you dig your own grave deeper.",0,English
@mharryyy_ Sila kay Poe ako kay Duterte kaso di pa ako butante. Sad. Hahahaha.,0,Filipino
"Eh? Kung si Duterte ay tatakbo, sya na lang boboto ko. Atlis di na ko mahihirapan sa pagpili kila Poe at Santiago.",0,Filipino
I still think it's a tight race between Leni &amp; Bongbong for VP. This like Binay versus Roxas last 2010 elections. Close match tho. ??,0,English
Pista ni Binay ??,0,n/a
"@danikyte dami ng issues kay binay sa corruption, ewan ko kung iboto pa siya ng mga ""supporters"" niya",1,Filipino
There's something in Mar Roxas! Ganon na lang ba yung takot niong manalo si DU30? :3,English
#AyawSaDILAW #SoShutUpNaLang,1,English
Badtrip ngpasimuno ng dilaw na ihi connecting to Mar Roxas pag iihi tuloy ako si Mar naaalala ko. pakshet #DayaangDILAW #OnlyB1NAYPresidente,1,Filipino
BREAKING: VCM Inside Novotel Cubao owned by Mar Roxas https://t.co/dHPwvHwfwX,0,English
OWNING UP. Rappler apologizes to Mar Roxas for using an inappropriate pull quote. Please pass. https://t.co/D2hl8pcvLK,0,English
VP Binay’s role in APEC - Read: https://t.co/WHuxt0Hrbp #BeFullyInformed https://t.co/4CfygGO4KR,0,English
"I'd this were a school Mar would be the nerd, Duterte the playground bully, Binay the cheater and Poe the exchange student",1,English
"RT @TheTigerMudra: Basta wag lang si Binay talaga. As in. Or else, we're deadz talaga.",1,English
"@ianjamesfrndz kahit iba ang pinili ng nakararami, ang importante hindi tayo bumitiw. Ganun pa man kabutihan ni VP Binay walang kapantay",0,Filipino
Ang tanging Pangulo na hinding hindi tayo kakalimutan! Yan si VP BINAY!,Filipino
Only B1NAY,n/a
#OnlyBinayWinner,0,English
Mar and Binay's solution to poverty vague,0,English
maasahang gagawin ang lahat pra s mga nangangailangan. kaya suportahan ntin si Binay pra s pagbabago at kaginhawaan.,Filipino
#OnlyBinayPriority4Ps,0,n/a
Team Daang Matuwid energy cuts across twitter world. Let's keep it trending tweeps! #RoxasRobredo,0,English
"Naiireta ako sa mga TV Ads ni Mar Roxas, andami halos sunod sunod lahat ng TV Ads nakakabwiset.#AyawSaDilaw#KultongDilaw",1,Filipino
.,n/a
Nognog.,n/a
Pandak.,n/a
Laki sa Hirap.,Filipino
CORRUPT.,n/a
                            Yan si Binay.,1,Filipino
"@darlinnkeyy all of them but binay were good. Pray &amp; ask for enlightenment. That helps. ;) also, go for someone who delivers not just talks.",0,English
Umay ako sa Paid TV ad mo Sir VP Binay. Masyado na garapalan.,1,Filipino
"Motto ni Mar Roxas be like: ""Fake it until you make it! "" RIP PHILIPPINES IF MAR WINS ?????? #Election2016 #DayaangDILAW #Halalan2016",1,English
Seeing Mar Roxas' face anywhere just sickens me. Instant anger comes out.,1,English
"From 1 to Mar Roxas,gaano kafucked up ang eleksyon?",1,Filipino
Anu ka ngayon #MarRoxas ? Mas madami pa boto si #GracePoe sayo! Dapat ikaw nalang nag give way Mar!! Hahaha #PiliPinas2016 #DutertePaRin,1,Filipino
#UNTVRepaso2015 CA dismisses Junjun Binay’s petition against Ombudsman suspension order [2-11-2015] [NY-A1680],0,English
The person behind the anti-duterte ad is too desperate.,1,English
"RT @JosephCataan: Jogging with iPad. Hassle, Mar Roxas. ?? https://t.co/CKTYiTAVsC",0,n/a
Binay blames Aquino in failing to act on blood money proposals @v_vangogh @profmssyj @Paulelli @mgvtrb @cocoy https://t.co/wPmUbKA2Nx,0,English
"Hay Roxas, Binay, Robredo, at lahat ng may advertisement na tungkol sa election. PWEDE BA? GAWIN NYO HINDI PURO SALITA ??????",1,English
Kapag napantayan ni Mar Roxas ang boto nila Duterte or Miriam D. Santiago magdasal dasal na tayo ???? #PrayForPhilippines,1,Filipino
"Trillanes, hindi umano nagkulang sa mga impormasyon para patunayan na magnanakaw si VP Binay #DZMMTeleIkawNaBa #Halalan2016 | via DZMM Tele…",0,Filipino
Binay camp downplays Senate report about partial investigation on corruption allegations against Binay and his son. …,0,English
"""@krptons: Ideal slogan for Binay: Only Binay touches my skin, who touches yours? Lol""HAHAHAHAHAHAHAHAHA TAWANG TAWA AKO DITO",1,English
"manalo na lahat wag lang si duterte, roxas, poe at binay. #YouthForMiriam",0,English
"Binay: Dapat may pagkain, trabaho, makapag-aral at walang namamatay sa kahirapan. @PhilippineStar",1,Filipino
Lahat ng schools na nag mock survey wasak si Binay! 0.00% lmao! Pag yan nanalo pa! ?? https://t.co/TGiCL8iLHp,1,English
@amfezam Thinking Pinoy daw maam. Solid duterte e. Hirap magpaliwanag. Sus.,1,n/a
I wonder what was in Binay's mind when he attacked teachers. All Filipinos have their second (after their... https://t.co/7sHLit4MSe,0,English
Seriously? 2nd na DAW si Mar Roxas? ????.. Tatanggapin kong si Grace Poe ang 2nd at kahit 4/5 si Mar pero 2nd? Baka bukas 1st nayan? ????????????,1,English
BRAKING NEWS: Final False Asia Sarbey B4 Elections,n/a
Duterte: 33%,n/a
Roxas: 22%,n/a
Poe: 21%,n/a
Binay: 15%,n/a
Santiago: 2%,n/a
DI NANINIWALA SA SARBEY: 100%,0,n/a
DUTERTE vs POE lang yan. Kaya wag ka ng umepal Mar.,1,English
Wag ka ng EPAL Mar Roxas mag back out kana alang-alang sa mga Filipino. Isa mo narin si NOGNOG Binay,Filipino
 https://t.co/DTXinYzTQJ,1,n/a
"Shame on you, my fellow countrymen for choosing Roxas and Binay over Santiago. You say she's dying, but what's really dying is our country.",1,English
"and she also said that if mar roxas wins, pnoy will be immune from any lawsuit same goes for poe, in my opinion",0,English
"Nag second na si Mar Roxas.. but I doubt kung maunahan nya si Duterte. Kung mangyari yon masasabi kong ""daya"" talaga yun. ?? #Election2016 ??",1,English
"Really tough questions for Mar. Si Binay nagrequest pang ibahin ang rules, si MDS, nananakot, si GPL, papicture lng. https://t.co/6Rk9Wa9XYM",1,English
@nhojaicrag I'll stick to #Miriam2016. Disqualify Poe. Pakiuntog mga ulo ng nag-iisip iboto si Roxas at Binay.,1,Filipino
Binay wealth: Highest jump when he became 2010 VP  https://t.co/GFHqBIkGNG,0,English
Ung speech sana ni binay parang tayo..... sayang ?? https://t.co/yAKUnQOjUo,0,English
PUTANGINA KA BINAY UG HASTA SADS PUTANGINANG RAMA POTA MGA WAY RESPETO https://t.co/wlE3XtkPso,1,n/a
Jejemon Binay! ???? Grabe yung #BananaSundae,1,n/a
"Trillanes and Roxas, ano na mga bruuh? ??",0,n/a
"I can accept duterte being at the top, what i can't accept is that miriam is bottom of mar ang binay.",0,English
"As of now, my presidentiables ranks:1: Santiago and Roxas (tied)2. Poe3. Duterte4. BinayMy VP:1. Robredo... https://t.co/yW3vXfU8jX",0,English
PURO KA MAKATI BINAY. DUN KANA LANG! ??,1,n/a
"Rodrigo Duterte Vs Mar Roxas ""Magsasapakan este Magsasampalan"" Grace poe Vs Jejomar Binay ""Magbubungaan""#WantedPresident #debate",1,English
UNA launches Binay-Honasan campaign in Mandaluyong as Binay says he wants to be with the poor during his campaign kick off. | @Jorge_Carino,0,English
"Binay says signing bidding approval forms is part of the mayor's functions, not necessarily proves he's already involved in falsifying info",0,English
Thank you Poe for rejecting the stupid offer of Mar Roxas,English
SAYANG POE,1,n/a
"With the recent airing of an anti-Duterte ad which was paid by Trillanes, this is becoming more true. #MIRIAM2016  https://t.co/aKO0FbAeoU",0,English
KINGINA BINAY MARUNONG KA PALA MAGLABA AT MAMLANTSA EDI MAG KATULONG KA NALANG TANGINA MO KA,1,n/a
"@iamjefmarquez ayan naintindihan ko na english mo. Sa pagsabi nyan ni Poe, she implies na mas kaya ni Duterte solusyonan ang krimen.",0,Filipino
"Sa tanong ni Mel Tiangco kay Mar Roxas, ""Bakit gusto niyo pa maging presidente? You have everything, di ba?""... https://t.co/7GCutuIdHJ",0,Filipino
"Mar Roxas at the Assembly of LP mayors, candidates, and barangay captains of Nueva Ecija, 9am. @InqNational on deck. https://t.co/vw1sFdqudz",0,English
#KonekNews: Binay itinanggi na may kinalaman sa housing backlog 2 taon pagkatapos ng Yolanda https://t.co/lwYCVA4rG1,0,Filipino
Grabe ka binay... Bakit naging bise?,1,Filipino
@vegiecrawford daig pa concert sa dami ng nag punta. 40k grabe. Abby Binay and VP Binay for 2016. #OnlyBinayInMakatiSanKaPa,0,Filipino
Mar Roxas is a fucking desperate mudslinger. Sorry but you can't save your stinky reputation.,1,English
Nangangamoy DAYA. Mar Roxas sa 2nd spot? Oh don't me. ,English
PH VOTE DUTERTE #Election2016,1,n/a
Pacman and binay? Wtf,1,English
Parehas nakakaloko yung ad ni Binay at Roxas. haha.,1,English
"Mar Roxas, nangakong tutulungan ang nakakulong na anak ng 'katukayo' https://t.co/3C6PeLou0g | via GMA News",0,Filipino
Mar Roxas may be a wise choice but I will never vote for him because https://t.co/iFbIR9BWmu,0,English
"ano po ang kinalaman ni Mar Roxas sa Mendiola massacre? mga militante, pseudomakabayans, #hindinaorient",0,Filipino
Pres. Aquino's campaign contribs for all of 2010 was at P400M. Yet Binay has already spent P600M. Barely even 2016! https://t.co/DnrL9prUK9,0,English
BETA | #NEWSROOM5: VP BINAY: KAHIRAPAN AT HINDI KORAPSYON ANG 'MORAL PROBLEMA NG BANSA,n/a
For more videos visit us... https://t.co/CMBYRiZlpD,0,English
