text,label
huwag iboto si Mark Lapid kasi lulusot yung ink ng pen sa front page ng name ni Mar Roxas kahit si Duterte ang binoto,0
makakalimot tayo sa kahirapan kay binay #OnlyBinayParehoTayo,0
Sana advertisement ni binay ang pinabalabas. Yung nognog pandak #MissInternational2015 https://t.co/19gRrWe2zK,0
"Binay appeals graft indictment, says it’s meant to ruin 2016 run https://t.co/uRnlzm5iVl | via INQUIRER",0
You're so desperate to win Mar Roxas ??,1
@PaauullMahiya Hahaha University ni Binay.??,0
"Binay on Senate probe: Nung umpisa not politically motivated, ladies and gentlemen, ngayon kandidato na sila.  #PHvote",0
Hindi ba kinikilabutan si Binay kapag sinasabi nyang tutugunan nya ang kahirapan? Tutulungan nya ang mga mahihirap? Are u hearing yourself?,1
wow. yun lang masasabi ko #binay — https://t.co/lDioAxarAa,0
@ABSCBNNews Pakibalita ng nga putang ito Kahit si Mar Roxas presedent ko what a fuck kathniel? #disappointedme https://t.co/RZ2dLsCpmQ,1
"Bombo Radyo Philippines - Binay no.1 pa rin sa SWS survey; Duterte, Poe patas sa pangalawang pwesto https://t.co/y6zazYx8BB",0
"feel ko dalawa nlang ang commercial ngyon, puro commercial nlnh ni binay na makasawa and hndi mkaawa and unbelievable and mkairita sa lhat ??",1
Bato-bato sa langit si BINAY natamaan at nagalit! Guilty masyado si Kokey https://t.co/MER2Q0yCyQ,1
@balloi25 I don't understand Mar Roxas got a vote damn!,1
VP Binay bats for gov't transparency https://t.co/fZezrdcl6e,0
@gilbyyyacorda mas hinayupak at reputa si mar roxas at nonoy at trillianes,1
@gnnmrnd_inc that's just one of their literally black propaganda against me-binay haha #ABSCBNNEWSFLUSH,0
"seeing Binay, Poe, and Mar votes greater than Miriam disheartens me so much.",0
Hmmmm....todo push ang mga commercial ni Mar Roxas huh. Damage control para dun sa sinabi nya against OFWs? #ALDUBPreparePaMore,1
the8: HALA SI JIJUMAR BINAY https://t.co/SIc9kTJO54,0
Binay was heckled; he blames the LP. Lahat na lang ba nang kamalasan ng mga kandidato isisisi sa LP at Roxas? ??,1
"Itong TV Patrol kapag balita na ng kampanya ng mga presidentiables 'pag si Binay COA report, Kapag kay Mar Roxas eh plataporma. Haha!",0
Kahit si dj ang endorser ni mar roxas kahit kathNiel fan pa ako sorry nalang,0
1. Bakit napupunta kay Mar Roxas ang mga boto na para kay Duterte? https://t.co/5nix4pcSlQ,0
Kung hindi si DUTERTE kahit si poe nalang,0
Poe sa pagtawag ni Binay sa kanya na 'American girl': Hayaan na siya sa mga tawag sa akin #DZMMTeleIkawNaBa #Halalan2016,0
RT @Erikafyn: Kairita yung nognog commercial ni binay. Puro nognog lang naintindihan ko kaloka,1
Walanjong yan ! Magkano ba binabayad ni BINAY para Oras-Oras  Ipalabas Yung TVC nia .?! Kalerkey ! — feeling annoyed,1
No.2 Mar Roxas vs no.5 Miriam Defensor Santiago. UNBELIEVE!ABLE!!!! ????,1
Rep. Binay plans to review vice mayor Kid Peña's projects should she win as Makati mayor in 2016. #Halalan2016,0
One thing this election proves: PNoy's administration and Mar Roxas are incapable of cheating. To those who spread the lies:Congratulations!,0
Ako ramay nalungkot kay Mar Roxas,1
Nakakairita yung Binay commercial. Sobra.,1
"I thought hecklers were already excorted out of the venue,why isn't VP Binay isn't excorted out?",1
"Tatangayin na ng hanging at lalamunin ng lupa si Aquino, Roxas at Binay. #Koppu #earthquake #PiliPinas2016",1
"If hindi Manalo si Miriam, then at the very least, give her a slot higher than Mar Roxas. #MIRIAMforPRESIDENT",0
Totoo pala yung kapag binoto nyo si Duterte ang lalabas sa receipt Roxas . aksyunan niyo yan !,1
Yung commercial ni binay kairita! Tengene!,1
"@rapplerdotcom not suppose to say this but to UNA leadership. A finger to your boss binay. U-L-O-L ??? look inthe mirror first""OVERPRICED""",1
Mar Roxas asking Grace Poe for a meeting. Desperate moves ka nanaman. Such a coward. #DuterteTillTheEnd #Duterte2016,1
Binay ka dyan.,0
No to Mar Roxas and Leni Robredo. #NoToRoxas #NOtoLENI #DayaangDILAW,1
Binay and mar mga kurakot https://t.co/S2jpxb0XfT,1
"#TV5Aksyon | VP Binay, ipinagtanggol si Alma Moreno sa mga kritiko sa social media https://t.co/AD1XNcAL6I",0
Ew Mar Roxas as 'datu' ew. https://t.co/BvxiWJONUd,1
Binay jumpstarts UNA campaign in mom's hometown: Vice President Jejomar Binay on Sunday headed t... https://t.co/B7dJp573jE (via ABS-CBN),0
"Sayang lang at wala nang MGB Halloween special, eh di sana na-feature din ng abscbn si Binay. #MMK",1
"Binay, stop advertising your pitiful life, we don't care bout your past, all we care is our future.",1
RT @jsltcd_: kairita yung commercial ni binay haha,1
"Said it before. I'll be happy if #GracePoe wins. Not my first choice but a good alternative. Smart, coherent and sound.#PiliPinasDebates2016",0
Hoy binay cable car daw muna Kingswood hanggang Avida. @binaynegro  @omgerieee,1
Siya:Si Duterte iboboto mo? Edi mamamatay-tao ka din? Ako:Diba ikaw yung nag-cheat sa exam natin noon?Kaya pala si Mar Roxas iboboto mo.,1
@gmanews I hope Mar Roxas and LP are not behind the murder of Jesse Robredo.,0
"RT @buwayahman: What really happened between Alfred Romualdez, Mar Roxas and Yolanda? https://t.co/UmxEPgBej3",0
kala ko si binay ??  https://t.co/dApuOhCmWH,0
"VP Binay now in Tolosa, Leyte, jokes with senior citizens about their age and gives away shirts @rapplerdotcom https://t.co/GaMUWqwayt",0
@gmanews @VPJojoBinay Tama VP Binay idaan nlng po natin yn sa dasal. pabayaan na ang mga naninira hindi cla mananalo. #OnlyBinayUNAsaIlocos,0
"If Roxas wins, Korina = Imelda in the making. One reason not to vote for him is his wife. #PHVote",1
"Vice President Jejomar Binay, muling nanguna sa  panibagong SWS presidential survey #IZBalitaUmaga | via DWIZ 882",0
"People paint scenarios of martial law, disrespect, fear, indecency under a Duterte leadership. This isn't what I experienced growing up.",0
"JOJO BINAY: ""Ang naging buhay ko, katulad ng marami sa inyo. Kaya sino pa ba ang magtutulungan, kundi tayo""... https://t.co/l7rGcj7EQf",0
Why Dinky von Einsidel won't vote for Binay https://t.co/GdWmqaBHJz,0
Seriously Mar?!?!?!?! Vote wisely please... It's really either Duterte or Miriam... https://t.co/npQyVKiIuQ,1
"Kung Hindi Kay Binay Yung hacienda sa Batangas, Bakit may EB? Hindi ba Elenita Binay yon?  https://t.co/oJBP6nqWGp",0
@rapplerdotcom INC &amp; Binay hav same strategy. Keep mum on crimes &amp; counter accusers w/ libel cases to divert attention,0
"Si Grace na lang ang kulang. Pero di ko kinaya kay Binay, ang harsh naman LoL. PRESIDENTE DUTERTE https://t.co/vBgyo3vyIw",0
I am not pro-Grace Poe pero diba ang teacher ay leader din? Naturingang abogado tong si Binay pero BOBO lang nya.... https://t.co/5jyHlmFD4p,1
hindi ikaw si binay para ipagpilitan sarili mo sa kanya kahit sinabi na niyang ayaw niya.,0
I'm at P. Binay St. https://t.co/ROM65bGifd,0
Be scared. Be very very scared.  #Binay https://t.co/x1FExCTlib,1
6. Mark Villar 7. Junjun Binay 8. Ombudsman 9. DarlingBuena SiblingsLove 10. EverydayILoveYou 19DaysToGo 2015/10/9 18:12 PHT,0
"It looks like its a battle between Duterte, Poe and Roxas for the Presidency and Robredo vs. Marcos for the vice presidency #HalalanResults",0
"Wait not too much roasting happening as of this last leg of the debate, You're doing good Binay #PiliPinasDebates2016 #Halalan2016",0
4P’s tinuligsa ng kampo ni VP Binay Tinuligsa ng kampo ni Vice Presidenet Jejomar Binay ang programang... https://t.co/kEPLnLTYeE,0
Vice President Jejomar Binay had a hard time entering his car as supporters crowd the vehicle. #VotePH2016 https://t.co/2oMMAtRCpc,0
Pres: Rody Duterte V Pres: Leni Robredo Sec: Miriam DS (di pa rin talo ??) Muse: Grace Poe Escort: Mar Roxas Cleaner: Jejomar Binay ??????,0
RT @leahnavarro: Fact check: Mar Roxas is the principal author of  RA 9504 Tax Exemption for Minimum Wage Earners. Escudero is co-author vi…,0
seeing roxas and binay on the top of miriam made me realize how really stupid some filipinos are,1
@SenyoritaVice: Criminals be like: Let's VOTE BINAY! #Duterte2016 or ROXAS.. or POE.. basta hindi DUTERTE.. alams na yan ehhh..,0
si binay po kape hahaha #ALDUBSumptuousLunch  https://t.co/ntenld0ZoT,1
"And Binay... What the fuck?! Ang kapal ng mukha.. Kung maka-blame.. Parang ang linis. Punyeta, ang corrupt naman. #VotePH2016 #VotePH",1
@cool_3rd Now Mar Roxas buying all the Dance Kids ads! Hahaha,0
"I-reklamo mo kapag GSP Prexy siya! RT @DZMMTeleRadyo: #RadyoPatrol VP Binay, inireklamo sa SC dahil sa pagiging BSP President",0
Bakit ba takot na takot kayo kay VP Binay? Lagi niyo na lang siyang sisiraan? How pathetic! #OnlyBinayUNAsaIlocos,1
Bwisit ning Binay na commercial ha!,1
"VP Binay is visiting the typhoon victims here in Tumauini, Isabela.",0
Mar Roxas kami eh. So shut up nalang kayo ?????? https://t.co/jJqQ0zTADT,0
@chuck_araneta @gmanews abs cbn? Waiting na dumikit si mar roxas. Haha......,0
VLOG: Binay warns gov't personnel against buying votes for LP https://t.co/RikcjPMr7c #PHVote https://t.co/epcKer92lA,0
Buti pa si Binay may Konsiderasyon HAHAHAHAH ??????  Eh si Sir Hindi nag papaawat ??,0
"Danding Josom Gym is finally full, crowd waiting for Binay to arrive. #PHvote https://t.co/SwDpoGvqyN",0
"President' Binay to give benefits, scrap income tax for the poor https://t.co/pGw7m4aHTK #PHVote https://t.co/bQefWE67bL",0
VP Binay is BACK on the spotlight in the Senate. Binay’s wealth is being questioned anew. And people are asking: Paano ka naman yumaman?,0
Seryoso ka dun Sir Mar Roxas? ??,0
@ABSCBNNews di na natapos to. Tigilan nyo na si VP Binay #OnlyBinayUNAsaIlocos,0
sayang nakatulog ako sa pagod last week. sana iupload somewhere. wala sa kc sa youtube ung kay binay huhu #WantedPresident,1
"Tito: Tay, sinong iboboto mong President? Tatay: Baka si Binay Tito: Ha? Bakit? Poeket kasing irim mo gusto mo na?  HAHAHAHA! OM!",1
"Salgado: ""Besides, such a call for unity sounds hollow considering that the President has been hitting the rivals of Roxas"" #PHVote",0
SHET ANONG NAKITA NILA KAY BINAY AT ROXAS AT ISINANTABI NILA SI MIRIAM!!!! MAPAPA SHET KA NALANG ??????,1
Mukha mo mar roxas #ALDUBPreparePaMore  san papunta daan matuwid nyo.?,1
"Trillanes and Roxas, ano na mga bruuh? ??",0
Sorry Mar Roxas. Ayaw ni tito Sen! Heheheh! #ALDUB15thWeeksary https://t.co/LfaW8Ct3Rd,0
@PHVote @piaranada Binay pandak na corrupt pa! hahahah,1
Umaalagwa na si Mar Roxas! abangan ang big big comeback. . . https://t.co/2vOat1s9je,0
"In the end, Good?? always wins over Evil??. Para SA INANG BAYAN. Vote wisely #RoxasRobredo #RoxasRising https://t.co/hTEHoDeisK",0
"medyo tanggap ko pa na mas maraming votes si duterte kay miriam, pero yung matalo ni roxas si miriam, aba wth",1
HOY MAR ROXAS DI KA NGA NANALO PAGKA VICE PRESIDENT DATI NGAYON PA KAYA SA PRESIDENTE #DuterteTillTheEnd  #AyawSaDILAW,1
I'll just have to say no to both Binay and Duterte. I know it's too early but I think (in my opinion) they are running for personal gain.,1
Former Binay aide denies being bagman of VP’s dummy firm https://t.co/fEUqXelLar https://t.co/rBVMenklAo,0
Honasan on why Binay leading surveys: No other candidate can replicate his genuity. | via @jv_arcena,0
i dont know why but i have this strong urge to break our tv whenever binay's commercial advertisement appears. am i the only one?¿,1
RT @MaryjSay: palitan ung admin ky binay kc khit nognog may nagawa wahhaha... peace tagal eh #ShowtimeBigBLast,1
@yanamaranan *#binay,0
Mar Roxas' game plan: eliminate all hopes of getting Davaoeno voters by badmouthing their beloved city and mayor.,0
"Putangina ni Mar Roxas beh. Gusto ko syang ingudngod, baka maibuhos ko sa kanya lahat ng galit ko sa buhay!!! HAHAHA",1
[NATION] Mar Roxas condemns syndicates behind laglag bala extortion https://t.co/kY00On15tx | via GMA News,0
BREAKING NEWS: Trillanes to be filming Descendants of the Sun with Grace Poe and Mar Roxas. #KpopHalalan2016,0
@MakatiInfo ganito sila sa makati walang pakialam.. Ibalik si Binay (peace),1
"Mar Roxas, ayun ba yung disente? Yung gagamit kayo ng mga bata para patumbahin at sirain reputasyon ni Duterte? DISENTE MY ASS. TANGINA MO!",1
"If Mar Roxas gave way to Poe, she would win. ??",0
Only Binay,0
Andaming galit don sa nambastos kay Duterte. Wala daw galang. Kamusta naman yung pambabastos niyo kay binay at roxas haha ???? #Miriam2016,0
On Binay's comment that Roxas will cheat on 2016 http://t.co/tHKRslZzfQ,0
Wala pang ka tandem si mar roxas na magiging vice president niya dahil alam na maliit ang tyansa niyang manalo.,1
"Mar Roxas, Jejomar Binay, Grace Poe, Rodrigo Duterte, Francis Escudero, Bong Bong Marcos, An... https://t.co/cj6ZJrEMfU via @ChangePilipinas",0
Sino naman yung kumakanta sa bagong ad ni Binay? #OnlyBinaydaw,0
RT @LawrensAngelo: Nognog. Pandak. Laki sa Hirap. Potang BINAY!,1
"VP Binay: The moral problem is not corruption, but poverty",0
I don't understand why Binay is placing second in the surveys. Wtf,1
Delikado pag nadisqualify si Poe. Baka si Binay manalo pag nahati yung boto kina Miriam at Duterte (kung magsub nga siya). #PrayForPH,0
Current standing- 1. Duterte 2. Poe 3. Roxas 4. Binay 5. Miriam,0
Nognog Pandak Binay ano pang sunod?! Aba HINDI ka kaBoto-boto ha! Sa totoo lng you promote inferiority. RESPETO naman Oh!,1
@samdulatre ask binay if he wants to hahahahahahah,0
"#TV5Aksyon | Vice Pres. Binay, tuloy ang pagkumusta sa mga pinoy sa Dubai. https://t.co/Ckf6ISW9nw",0
mabuhay ka binay :----) https://t.co/JKSPJoWrcp,0
"Wala akong pake kung magkamukha kami ni Binay, kasing talino ko naman si Hitler. Angaganda't ampopogi nyo nga, gamunggo naman ang utak nyo.",1
commercial ni binay ka beastmode??????,1
"Kung walang kwenta si binay, why people in makati still rooting for him?",0
Si MAR ROXAS ang presidente ko! Yea!! https://t.co/n4LX5pQTFO,0
RT @Edison21809: @pinoysabroadofw I don't like binay and the one who made this tv campaign video #ALDUBFixedMarriage,0
9) bwisit na bwisit ako kapag pinapalabas yung ad ni binay lalo na't alam kong mali siya ng gamit ng 'nang at ng' LORD NAMAN,1
"Seeing Jejomar Binay, Mar Roxas, Leni Robredo, Chiz Escudero and Grace Poe campaign ads make me cringe.",1
Be FAIR Mar Roxas!,0
Ulol Mar Roxas. Wala ka namang nagawa eh.,1
UST: Binay has no record of a degree in the University https://t.co/Li16B9O7ev via kickerdaily #Duterte #DuterteCayetano,0
"Cheaters never win, Winners never Cheat. Kaya Mar Roxas, hintayin mo na lang karma niyo ni Trillianes. Kayo din ABiaS CBN #DuterteTillTheEnd",1
"Wait, WHAT?! That Mar Roxas ad said that LIBRE ANG SENIOR CITIZEN SA HOSPITAL?! Parang wala naexperience si Mama na walang binayaran.......",0
"Only Binay, Only Binay. Sino pa ba, edi si Binay! HAHAHAHAHAHAH",0
.pathetic. loser. mar roxas :D,1
Duterte's lawyers now looking into reports that some tested voting machines credited his votes to Roxas.  https://t.co/YuOYg0Mpb0,0
"From rate 1 to Mar Roxas, how desperate are you? #DuterteTillTheEnd",1
poe: ...walang maiiwang tao at lugar sa pilipinas. sabay-sabay tayong aangat binay: hmmm height?,1
"@ChanelChance4 in fairness to @senmiriam illness didn't take out her good intentions, @SenGracePOE is another story w. @SayChiz/ #Binay2016",0
@gmanews tsk gusto talaga nila mapatumba si VP Binay tsk  #OnlyBinayNangabakIlocos,1
RT @errolcndelaria: umay na umay na ko sa commercial ni Binay futangina foes ??????????,1
Hi ko sa mga naa sa covered court na nahagip sa cam sa coverage ni Bernadette sa visit ni VP Binay sa Southern Leyte. XD,0
Seminar nyo muna to si Grace Poe kulang Na kulang pa sa karanasan #PHVoteDuterte #NakuPoe #DutertePaRin https://t.co/jDrlVn8zg5,1
Why I won't give my vote to Mar Roxas: Mamasapano. #NoMarChance,1
The question is not whether #Binay is bad but whether he will be badder https://t.co/vUTYOBOuzT @VPJojoBinay https://t.co/F3VnzEbnh0,1
"@JAYDEEAF @jayyypanget Only Binay can touch my skin,who touches yours? HAHAHAHA di to fb haha",1
REGISTERED NAKO! Sinong boboto? Syempre Binay.,0
RT @iwantjo: Naiiyak talaga ako sa commercialssss ni Binay. Nakakaiyak yung kabullshit-an niya sa TV. OMG.,1
LP standard bearer Mar Roxas shows his finger with indelible ink | via @ryanangnews5 #BilangPilipino https://t.co/yCHoGOCgFx,0
Binay &amp; Ampatuan -Birds of the same feather MAR Ph 2016 #RoxasRobredo #PiliPinasDebates2016  @ArkiPb @marifebzamora  https://t.co/VXVSyz1asV,0
"Binay: ""In effect, the acting leadership at City Hall has shut down my office."" @rapplerdotcom",0
Roxas and Aquino Administration are now desperate to bring Duterte down. Pero di po kayo mananalo. :P,1
Duterte for Vice President.. Miriam Santiago for President,0
"inencourage daw siya ni Binay, jusme alam niya talagang kumuha ng kaya niyang imanipulate tss",1
VP Binay: Job creation is one factor that can alleviate poverty.,0
Yolanda MAR ROXAS Telling off Tacloban Mayor Alfred Romualdez https://t.co/UhFeo5HJ1e via @YouTube,0
Sayang naman yung inihandang victory speech ni VP Binay.  Baka pwedeng ipahiram na lang kay Duterte. #Charot,1
hindi pa nagcoconcede si Binay. baka daw makahabol pa siya ??,1
"PPCRV Presidential candidate results: (PARTIAL) as of 10:40 p.m.1 - DUTERTE- 12,440,779 2 - ROXAS-7,163,085 3 -... https://t.co/pyVm9DYKNu",0
"bwesit na bwesit na ako sa commercial ni binay ""Sino si nognog"" tangina",1
Binay bats for release of P1B survival fund https://t.co/nfyuZvrfPZ,0
Brad brad. Dre dre. Ina mo Binay. Bastos.,1
Mar Roxas has a good history in appointing competent and honest people so he will have a good cabinet.,0
Tama Bang Gamiting ang Pondo ng Yolanda para lang Ibayad sa ALdub at iENDORSE Sila!! OMG! Camp of Mar Roxas... https://t.co/tPtd0wU2Xc,1
Burn Mar Roxas. Kainin mo sana mga sinabi mo. #DayaangDilaw #DecideWith25,1
"Trabaho ni mar Manira kay,,,,,, Binay  #ABSCBNFAIL",1
"RT @FSTopacio: Pati kay Binay din. Mas malala pa nga. O, hinirit pa? ???????? https://t.co/0XpAXRxlU1",1
Duterte ako tapos!!!,0
Grabe ang mga sumusuporta kay VP Binay #OnlyBinayInMakatiSanKaPa,0
"Mar Roxas-- ""I call on Senator Grace Poe for Unity."" Damage done to country, &amp; citizens are worried. His closing statement conveyed strength",0
RT @manila_bulletin: Roxas calls Binay ‘Denial King’ - Read: https://t.co/hbwxtUhlb3 #BeFullyInformed https://t.co/NkTgxEWauz,0
Binay cites drop in La Union poverty https://t.co/YLJqvsJv3i #Manila #News #Asia,0
Hindi nakakalimot si Binay sa pagtulong sa mahihirap. #OnlyBinayPriority4Ps,0
"Naiinis ba kayo sa advertisement ni Binay? Nognog daw tayong lahat? Ulul, ikaw lang.",1
"Roxas takes COA report as cue against VP Binay: The COA audit report, which found Vice Presiden... https://t.co/YgJ1gJO5pI (via GMA News)",0
Democracy at work. Majority thinks Mar Roxas is an asshole. #AyawSaDilaw,1
"""I call for decency, I call for the rule of law."" -Mar Roxas Mr. Roxas, you're full of shit. Every time you speak, I hear bullshits.",1
Why so fast Mar Roxas? So eager to win? #HalalanResults,1
Acceptable na #1 si Duterte. Pero #2 si Roxas??????? Jusko daya pa,1
BINAY: Ang problema ay ang pagpapatupad ng mga ipinangako. #PiliPinasDebates2016,0
In fairness to me di ko parin napapanood yung appearance ko sa campaign ad ni VP Binay haha ??????,0
Pabayaan nalang kaya nindo si grace poe mas dakol dapat asikasuhon kesa sa citizenship nya leche!!!,1
MAR ROXAS IS DESPERATE AS FUCK.,1
"Kung boboto man kayo kay #Du30 at si Roxas naman ang llbas sa machine, eh di mag #Switch2Miriam n lng kyo. ??????",0
Duterte ang binoto Mar Roxas ang lumabas sa resibo.Bakit pa nag eleksyon kung ganyan ang pandaraya ng daang matuwid? https://t.co/ZkUmbNHS2k,0
tv ads ni binay at mar. bullshit lang. imbyerna ??,1
"""Susmaryosep"" ang Filipino translation ng first name ni Binay. #mindblown #RandomRalph",1
"Partial unofficial count for President as of 9:17pm 1. Duterte - 11,359,809 2. Poe - 6,451,171 3. Roxas - 6,355,444 4. Binay - 3,847,622",0
I was expecting you yesterday @jacesuschrist..  You didnt show up. Pero ngayon sa presidential debate ni binay nandyan ka..,0
Bigyan ng award si Binay - Denial King! Spending King! Corruption King! https://t.co/BuaEfo95Qb,1
RT @supermorgy: See that's the problem with you Mar Roxas! Nagmamagaling ka! Now I would rather have Duterte! #Election2016 #PhilippineElec…,1
"Gusto ni Alma na palaging bukas yung ilaw. Hindi ka ba naooffend, Binay? ????????",0
Binayaran nnaman tong Abs cbn news na to!! Ang bango ng pagkaka balita kay Mar Roxas eh. Tsk tsk,1
"""Mumurahin, at magsasalita ng masasakit sa kapwa. At nung madame ang nagalit. Anong ginawa? Kambyo!"" -Mar Roxas... https://t.co/a5lfx2KoCk",0
"Or you can, y'know, expose *actual* government corruption. Hack into Binay's accounts or something. Para may katuturan naman ginagawa nyo.",1
Earlier while waiting... Boy (sikad driver sa amin): Ah basta ako GRACE POE kasi may PUSO! Me: Anhin mo man ang puso kung walang utak? ??????,1
Nakakaawa na si mar roxas. Sana manalo siya para asar talo kayo hehe,0
VP Binay says allegations would backfire to accusers #Eleksyon2016 https://t.co/0oNNTbFeKr https://t.co/RUosgPGPQU,1
Mar Roxas sayang lang ang panawagan mo kay Sen. Grace Poe! So shut up nalang!,1
Sana Hindi manalo si binay!,1
ang annoying ng commercial ni binay. tawagin ba namang nognog yung mga tao. wag ka mandamay uy. hahahaha ??,1
Is this for real? How sad that Filipinos never learned from the past-Binay the man to beat in Pulse Asia poll survey https://t.co/YKzCOx6Z9F,0
Binay is the worst Roxas is worse Poe is good Duterte is better Miriam is the best WOOOOOOOOH,1
Binay says he is angry at Kim Henares for opposing the move to scrap income tax for P30K earners and below | @MJcayabyabINQ #VotePH2016,0
@XtineKlim wag muna hahahaha mga mid 20's pako. Eto excited akong landiin. :3 hinay hinay lang sabi ni binay,0
"""@PHPolls: Nayayamot ka na ba sa commercial ni Binay?"" Hindi ahh",0
President: Rodrigo Duterte Vice President: Bongbong Marcos Secretary: Miriam Santiago Muse: Grace Poe Cleaners:Mar Roxas Jejomar Binay,0
why people think 'walang nagawa!' - therefore we have nothing to lose by voting for binay/duterte.,0
"Kung makapang husga mga batang makati dito tandaan nyo kung wala si binay di kayo makaka aral nang libre,",0
Im  still not sure who I will vote but its definitely NOT Binay nor Roxas.,0
bale apat na lang yung nakikita kong mga post sa social media pro miriam pro duterte anti duterte anti mar roxas,0
@caloyconde even the AFP MNLF MILF NPA embrace ikaw sino embrace mo? TraPOE ? BINAY ?MAR?  #Duterte #Duterte2016 #justDUit,1
Binay hits Aquino administration for ‘sin’ of poverty https://t.co/cskGoMJKYj | @MJcayabyabINQ #VotePH2016 https://t.co/BgEOCApDyv,0
"ABSCBN Headlines: ""Roxas, umikot sa visayas"" ""Robredo, naglabas ng bagong campaign ad"" ""Duterte, dumarami ang kontrobersiya"" #ABiasCBN",1
Strange that the Binay family didnt venture into that kind of business...  Direct line for Epal moves... https://t.co/YRJogLstYm,1
Pnoy - Tuwid na daan Duterte - Bubulagta ka sa daan Binay - Namigay ng limang daan INC - Hinarangan ang daan Katoliko - Hindi makadaan,1
BAKIT AYAW NYO KAY JOJO BINAY?  AYAW NYO NUN PAG GABI NAG HAHANAPAN KAYO HAHAHAHAHA,1
"RT @brnnteusebio: ""Sino nognog? Only Binay Sino pandak? Only Binay"" not a racist. just for fun.",1
Kahit sino basta wag lang si BINAY. Maawa kayo sa Pilipinas. pero DUTERTE padin ako ?,0
"THE MANILA TIMES Headlines [Saturday - 02.06.16]:  -Mamasapano dooms Mar - JPE 
-Binay, Poe to kick off campaigns... https://t.co/WwpmdeRGAJ",1
Ang di ko lang matatanggap e pumangalawa si Mar Roxas.,1
si nancy binay tangina haha,1
Retweeted ABS-CBN News (@ABSCBNNews):  LOOK: 'Binay' sign ala Hollywood rises on Banaue Rice Terraces... https://t.co/fEr0DJGxH4,0
@florencepiad yuck Binay!!,1
"@DennyLvt Hahaha. Totoo yan. Lagi kasing iniisip ng iba yung ""Sakit"" daw nya. Hays. Lalo naman ako. Taena. Dapat si Binay sa huli e. Takte",1
"Mr. Binay, there are a lot of us OFs who swore in for a different citizenship but it doesn't mean we love our country less.  @VPJojoBinay",0
Aray. Kelan matatapos itong nakakasulasok na pagkakamkam ni Binay at ng pamilya nia sa pera ng Pilipinas? https://t.co/KgE8tahXoI,1
"Check link: VP#JejomarBinay LIAR, lying about his #EducationalAttainments https://t.co/0MCK9qgEh2 #Binay #Binay2016 https://t.co/lcJ1GDB3mi",0
“Time you enjoy wasting is not wasted time.” Ang Pagbabalik Binay In Makati #OnlyBinayInMakatiSanKaPa,0
"Nognog. Pandak. Magnanakaw. Corrupt. Yan si Binay, dapat ganyan e.",1
VP Binay: Noy administration gov’t of unfulfilled promises | https://t.co/aL7zXQMj97,0
"anong kaibahan ni alma moreno kay binay? si binay nognog. si alma, moreno.",0
SANA WAG NANG TUMAKBO SI DUTERTE. MAGHAHATI LANG BOTO NILA NI MIRIAM. TAPOS MANANALO SI BINAY. DIBA DIBA? PABEBE PA KASI TONG SI DUTERTE,1
@brynsnts ang sketchy na 2nd si mar roxas eh,0
Ang gulo ni binay hanep,1
Sabi nila mag sisisi daw ang mga nag vote kay duterte after a few months...what more kung si roxas ang binoto? ??,1
@Kebings_ Haha seryoso nga hahaha. Ayos kaya si Binay cool nga ng Makati eh hahahahaha #Balimbing ??,1
"Not voting for Binay or Duterte but they bare legit issues vs Roxas lately -- links to big mining plunderer and ""BUB"" local govt pork barrel",0
"Binay: More than rhetorical daang matuwid,reforms by previous admins,favorable externalities critical in growth. #PHvote @rapplerdotcom",0
Grace Poe: Mar Roxas partly to blame for MRT woes https://t.co/WPLHP8k3n6 | via GMA News,0
"Binay, tigil tigilan mo yang mga commercial mo.",1
"@AlvinRiamon @Chip2chip2 Binay , the yet to be convicted for corruption candidate!",1
Di ako maka move on sa panawagan ni mar roxas ?? hiyang hiya naman ako sa kanya ??,1
KAMUSTAHAN NGA LANG BA? sobrang nakakainis naman tong si binay. lahat sila nakakairita actually https://t.co/MRW98W1kY5,1
UNA Pres. Toby Tiangco on Pulse Asia Survey: Determinado (pa rin si VP Binay na) iahon sila sa kahirapan. @sunstaronline,0
OMG! Binura ni DJ yung about kay Mar Roxas sa Tweets nya? :3 #1stKDKNSolidarityConference,1
Naniniwala ako Na mananalo si Mar roxas !  #askJoseph #RORO2016 https://t.co/UyH4FgnRRW,0
BURN IN HELL DUTERTE! #OnlyBinayAgainstRape Binay ProWomen https://t.co/dQPzVQxeNQ,1
"Pwede ba Binay at Roxas, tigilan niyo ko sa mga bait-baitan epek niyo. Di na kayo nakakatuwa uy!",1
"Dear Roxas and the rest of the yellows, all of your black propaganda against Duterte didn't work at all. #HalalanResults",1
"wow, julia baretto rejected mar roxas' 5M offer just to vote for him??? im so amused ??????",0
"Upon the outraged advice of their respective advisers and consultants the Suicide Pact among Roxas, Binay, Poe is holding FIRM. #PHVote2016",1
Wag lang si Binay at Roxas. Kahit sino na basta wag lang yan,1
"Even though I don't like Mar Roxas, I still feel bad for him for some reason.",0
People look hungry. Waiting for VP Binay. @manila_bulletin https://t.co/K0PSghXdFf,0
Know it from the start that Mar Roxas is the second choice of most Filipinos over Du30.,0
"Mar Roxas this is an all-time low for you. You really expect Poe to submit to your delusions? ""Unity"" my a** #PHVote #desperatetimes",1
